id,title,description,link,image_link,availability,price,brand,condition,gtin,mpn,item_group_id
7014,Leipzig Polsterbett Kunstleder Mink 160×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus mink-farbenem Kunstleder sowie Beinen aus abgedunkeltem, poliertem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/leipzig-upholstered-bed-mink-leatherette-160x200?variant_sku=7014,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Leipzig-160x200-Polsterbett-Kunstleder-LENO-color-mink-main.jpg?v=1768675670,in_stock,1360.00 EUR,Ángel Cerdá S.L.,new,8435631004004,7014,leipzig-upholstered-bed-mink-leatherette-160x200
7159,Bochum Polsterbett Kunstleder Haselnussbraun 180×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus schokoladenbraunem Kunstleder sowie Holzbeinen mit Furnier aus echtem Nussbaum. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/bochum-upholstered-bed-leatherette-hazelnut-brown-180x200?variant_sku=7159,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bochum-polsterbett-180x200-kunstleder-nussbraun-hauptansicht.jpg?v=1784121656,in_stock,1910.00 EUR,Ángel Cerdá S.L.,new,8435631028857,7159,bochum-upholstered-bed-leatherette-hazelnut-brown-180x200
7145,Bonn Polsterbett Stoff Grau 180×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus dunkelgrauem Stoff sowie Beinen aus schwarzem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/bonn-upholstered-bed-fabric-grey-180x200?variant_sku=7145,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/bonn-polsterbett-180x200-stoff-grau-hauptansicht.jpg?v=1784184472,in_stock,1910.00 EUR,Ángel Cerdá S.L.,new,8435631039525,7145,bonn-upholstered-bed-fabric-grey-180x200
7169,Mannheim Polsterbett Kunstleder Grau 160×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus dunkelgrauem Kunstleder, einer Struktur mit echtem Nussbaumfurnier und Beinen aus schwarzem MDF-Holz. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/mannheim-upholstered-bed-leatherette-grey-160x200?variant_sku=7169,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/mannheim-polsterbett-160x200-kunstleder-grau-hauptansicht.jpg?v=1784184543,in_stock,1710.00 EUR,Ángel Cerdá S.L.,new,8435631033011,7169,mannheim-upholstered-bed-leatherette-grey-160x200
7173,Hannover Polsterbett Stoff Grau 180×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus grauem Stoff sowie Holzbeinen mit Furnier aus echtem Nussbaum. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/hannover-upholstered-bed-fabric-grey-180x200?variant_sku=7173,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hannover-polsterbett-180x200-stoff-grau-hauptansicht.jpg?v=1784184571,in_stock,2190.00 EUR,Ángel Cerdá S.L.,new,8435631033523,7173,hannover-upholstered-bed-fabric-grey-180x200
7175,Kiel Polsterbett Holz Nussbaum Grau 180×200,Doppelbett in modernem Design mit einem originellen Kopfteil und einer Struktur aus echtem Nussbaumfurnier sowie Beinen aus schwarzem MDF-Holz – für eine warme und persönliche Atmosphäre. Dank der eingenähten Kissen aus grauem Stoff bietet es besonderen Komfort. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Passend für eine Matratze im Format 180 x 200 cm. Seine integrierten Ablagen dienen zudem als praktische Nachttische.,https://www.maisondecocon.com/products/kiel-upholstered-bed-wood-walnut-grey-180x200?variant_sku=7175,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/kiel-polsterbett-180x200-stoff-und-holz-walnussgrau-hauptansicht.jpg?v=1784121903,in_stock,1870.00 EUR,Ángel Cerdá S.L.,new,8435631034131,7175,kiel-upholstered-bed-wood-walnut-grey-180x200
7148,Karlsruhe Polsterbett Kunstleder Dunkelgrün 180×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus dunkelgrünem Kunstleder und einer Holzstruktur mit Furnier aus echtem Nussbaum. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/karlsruhe-upholstered-bed-leatherette-dark-green-180x200?variant_sku=7148,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/karlsruhe-polsterbett-180x200-kunstleder-dunkelgruen-hauptansicht.jpg?v=1784122038,in_stock,1940.00 EUR,Ángel Cerdá S.L.,new,8435631027539,7148,karlsruhe-upholstered-bed-leatherette-dark-green-180x200
7158,Wiesbaden Polsterbett Kunstleder Braun 180×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil und Rahmen aus braunem Kunstleder sowie Beinen aus schwarz epoxidharzlackiertem Edelstahl. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Kunstlederpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/wiesbaden-upholstered-bed-leatherette-brown-180x200?variant_sku=7158,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/wiesbaden-polsterbett-180x200-kunstleder-braun-hauptansicht.jpg?v=1784121903,in_stock,1530.00 EUR,Ángel Cerdá S.L.,new,8435631028840,7158,wiesbaden-upholstered-bed-leatherette-brown-180x200
7177,Münster Polsterbett Stoff Grau 160×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus grauem Stoff und einer Holzstruktur mit Furnier aus echtem Nussbaum. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich.",https://www.maisondecocon.com/products/muenster-upholstered-bed-fabric-grey-160x200?variant_sku=7177,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/muenster-polsterbett-160x200-stoff-grau-hauptansicht.jpg?v=1784122132,in_stock,1420.00 EUR,Ángel Cerdá S.L.,new,8435631034599,7177,muenster-upholstered-bed-fabric-grey-160x200
7179,Frankfurt Polsterbett Stoff Warmgrau 160×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus grauem Stoff und einer Holzstruktur mit Furnier aus echtem Nussbaum. Ein zentrales Element für Ihr Schlafzimmer, das eine elegante und einladende Atmosphäre schafft. Inklusive eines komfortablen Lattenrosts aus Kiefernholz. Die Stoffpolsterung dieses Bettes setzt feine Akzente und bringt Wärme sowie zeitlosen Stil in Ihren Schlafbereich",https://www.maisondecocon.com/products/frankfurt-upholstered-bed-fabric-warm-grey-160x200?variant_sku=7179,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/frankfurt-polsterbett-160x200-stoff-warmgrau-hauptansicht.jpg?v=1784121966,in_stock,1760.00 EUR,Ángel Cerdá S.L.,new,8435631034612,7179,frankfurt-upholstered-bed-fabric-warm-grey-160x200
7154,Polsterbett Stuttgart Kunstleder Nerzgrau 180×200,"Das Polsterbett Stuttgart verbindet edles Kunstleder in Mink mit weichen Stoffelementen in Grau und eleganten Chromfüßen. Ein stilvolles Design für moderne, komfortable Schlafzimmer.",https://www.maisondecocon.com/products/stuttgart-upholstered-bed-leatherette-mink-grey-180x200?variant_sku=7154,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Stuttgart-180x200-Polsterbett-MaterialMix-LENO-color-mink-grau-main.jpg?v=1768659900,in_stock,1990.00 EUR,Ángel Cerdá S.L.,new,8435631028802,7154,stuttgart-upholstered-bed-leatherette-mink-grey-180x200
7178,Essen Holzbett Walnuss 160×200,"Das Holzbett Essen überzeugt durch warmes Naturwalnussholz und ein reduziertes, zeitloses Design. Für alle, die natürliche Materialien und ruhige Eleganz schätzen.",https://www.maisondecocon.com/products/essen-wood-bed-walnut-160x200?variant_sku=7178,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/essen-holzbett-160x200-holz-walnuss-hauptansicht.jpg?v=1784121966,in_stock,920.00 EUR,Ángel Cerdá S.L.,new,8435631034605,7178,essen-wood-bed-walnut-160x200
7123,Bielefeld Polsterbett Kunstleder Braun-Grau 180×200,"Das Polsterbett Bielefeld verbindet warmes Kunstleder in Braun mit weichen Stoffelementen in Grau und eleganten Edelstahlfüßen. Ein stilvolles Design für moderne, gemütliche Schlafzimmer.",https://www.maisondecocon.com/products/bielefeld-upholstered-bed-leatherette-brown-grey-180x200?variant_sku=7123,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/Bielefeld-180x200-Polsterbett-MaterialMix-LENO-color-braun-grau-main.jpg?v=1768664371,in_stock,1670.00 EUR,Ángel Cerdá S.L.,new,8435631019688,7123,bielefeld-upholstered-bed-leatherette-brown-grey-180x200
7221,Dresden Polsterbett Stoff Dunkelgrau 180×200,"Doppelbett in modernem Design mit einem charakteristischen Bezug aus dunkelgrauem Stoff, klaren Linien und Beinen aus schwarzem Edelstahl. Ein selbstbewusstes Element für Ihr Schlafzimmer, das eine ruhige und zeitgemäße Atmosphäre schafft.",https://www.maisondecocon.com/products/dresden-upholstered-180x200?variant_sku=7221,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/dresden-polsterbett-180x200-stoff-dunkelgrau-hauptansicht.jpg?v=1784203583,out_of_stock,1330.00 EUR,Ángel Cerdá S.L.,new,8435631040651,7221,dresden-upholstered-180x200
7222,Polsterbett Duisburg 180×200,"Doppelbett in modernem Design mit einem charakteristischen Bezug aus hellgrauem Stoff, Details aus walnussfarbenem Holz und Beinen aus schwarzem Edelstahl. Ein ausgewogenes Element für Ihr Schlafzimmer, das Wärme und Präzision in ruhiger Balance vereint.",https://www.maisondecocon.com/products/duisburg-upholstered-bed-fabric-light-grey-180x200?variant_sku=7222,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/duisburg-polsterbett-180x200-stoff-hellgrau-hauptansicht.jpg?v=1784203750,out_of_stock,1710.00 EUR,Ángel Cerdá S.L.,new,8435631044864,7222,duisburg-upholstered-bed-fabric-light-grey-180x200
7223,Wuppertal Polsterbett Samt Braun Creme 180×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus samtigem Braun über einer cremefarbenen Kunstlederbasis. Ein ausdrucksstarkes Element für Ihr Schlafzimmer, das mit reicher Textur eine elegante Atmosphäre schafft.",https://www.maisondecocon.com/products/wuppertal-upholstered-bed-velvet-brown-cream-180x200?variant_sku=7223,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/wuppertal-polsterbett-180x200-samt-kunstleder-creme-braun-hauptansicht.jpg?v=1784203933,out_of_stock,1580.00 EUR,Ángel Cerdá S.L.,new,8435631044871,7223,wuppertal-upholstered-bed-velvet-brown-cream-180x200
7224,Braunschweig Polsterbett Stoff Beige Grau 160×200,"Doppelbett in modernem Design mit einem charakteristischen Bezug aus beige-grauem Stoff, Details aus Walnussfurnier und goldfarbenen Edelstahl-Akzenten. Ein raffiniertes Element für Ihr Schlafzimmer, das eine durchdachte und elegante Silhouette schafft.",https://www.maisondecocon.com/products/braunschweig-upholstered-bed-fabric-beige-grey-160x200?variant_sku=7224,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/braunschweig-polsterbett-160x200-stoff-beige-grau-hauptansicht.jpg?v=1784204088,out_of_stock,1320.00 EUR,Ángel Cerdá S.L.,new,8435631044932,7224,braunschweig-upholstered-bed-fabric-beige-grey-160x200
7236,Freiburg Polsterbett Kunstleder Sand 180×200,"Doppelbett in modernem Design mit einem charakteristischen Kopfteil aus sandfarbenem Kunstleder, umrahmt von warmem Walnussholz. Ein einladendes Element für Ihr Schlafzimmer, das eine warme und dezente Präsenz entfaltet.",https://www.maisondecocon.com/products/freiburg-upholstered-bed-leatherette-sand-180x200?variant_sku=7236,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/freiburg-polsterbett-180x200-kunstleder-sand-hauptansicht.jpg?v=1784204269,out_of_stock,2660.00 EUR,Ángel Cerdá S.L.,new,8435631047629,7236,freiburg-upholstered-bed-leatherette-sand-180x200
7198,Aachen Polsterbett Kunstleder Creme 180×200,"Doppelbett in modernem Design mit einem charakteristischen Rahmen aus cremefarbenem Kunstleder und warmen Akzenten aus Walnussholz. Ein zeitloses Element für Ihr Schlafzimmer, das eine ruhige und zurückhaltende Eleganz ausstrahlt.",https://www.maisondecocon.com/products/aachen-upholstered-bed-leatherette-cream-180x200?variant_sku=7198,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/aachen-polsterbett-180x200-kunstleder-creme-hauptansicht.jpg?v=1784204487,out_of_stock,1890.00 EUR,Ángel Cerdá S.L.,new,8435631045779,7198,aachen-upholstered-bed-leatherette-cream-180x200
7229,Thüringen Premium Naturlatex-Hybridmatratze 160×200,"Die Thüringen Hybrid Matratze (160×200 cm) wurde für ausgewogenen Schlafkomfort entwickelt und kombiniert nahtlos Naturlatex mit einzelnen Taschenfedern, um die perfekte Mischung aus anpassungsfähiger Unterstützung und Druckentlastung zu bieten.",https://www.maisondecocon.com/products/thuringia-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7229,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/thuringia-matratze-160x200-grau-hauptansicht.jpg?v=1784204704,in_stock,720.00 EUR,Ángel Cerdá S.L.,new,8435631045083,7229,thuringia-premium-hybrid-natural-latex-mattress-160x200
7231,Hessen Premium Naturlatex-Hybridmatratze 160×200,"Die Hessen Hybridmatratze (160×200 cm) wurde für eine gezielte Druckentlastung entwickelt und kombiniert nahtlos Naturlatex mit einem unabhängigen 7-Zonen-Taschenfedersystem, um maßgeschneiderten Halt und außergewöhnlichen Schlafkomfort zu bieten.",https://www.maisondecocon.com/products/hesse-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7231,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hesse-matratze-160x200-weiss-hauptansicht.jpg?v=1784204855,in_stock,950.00 EUR,Ángel Cerdá S.L.,new,8435631045106,7231,hesse-premium-hybrid-natural-latex-mattress-160x200
7233,Saxony Premium Hybrid-Matratze aus Naturlatex 160 × 200,"Die Saxony Hybrid-Matratze (160 x 200 cm) wurde für außergewöhnlichen Schlafkomfort entwickelt und verbindet auf meisterhafte Weise Naturlatex mit reaktionsfreudigen Minifedern und einem unabhängigen 7-Zonen-Taschenfedersystem, um eine unvergleichliche, mehrschichtige Stützkraft zu bieten.",https://www.maisondecocon.com/products/saxony-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7233,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/saxony-matratze-160x200-weiss-hauptansicht.jpg?v=1784205003,in_stock,1230.00 EUR,Ángel Cerdá S.L.,new,8435631045120,7233,saxony-premium-hybrid-natural-latex-mattress-160x200
7235,Brandenburg Premium Hybrid-Naturlatexmatratze 160 × 200,"Die Brandenburg Hybrid Matratze (160x200 cm) wurde entwickelt, um ein erfrischendes Schlaferlebnis zu bieten. Sie kombiniert Naturlatex mit einem Cooltex-Taschenfedersystem in der charakteristischen blau-weißen Ausführung und bietet fortschrittliche Kühleigenschaften sowie perfekt ausgewogenen Komfort.",https://www.maisondecocon.com/products/brandenburg-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7235,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/brandenburg-matratze-160x200-blau-weiss-hauptansicht.jpg?v=1784205138,out_of_stock,2280.00 EUR,Ángel Cerdá S.L.,new,8435631045144,7235,brandenburg-premium-hybrid-natural-latex-mattress-160x200
7244,Westphalia Premium Hybrid-Naturlatexmatratze 160 × 200,"Die Westfalen Hybrid-Matratze (160x200 cm) wurde entwickelt, um ein erfrischendes Schlaferlebnis zu bieten. Sie kombiniert Naturlatex mit einem Cooltex-Minitsaschenfedersystem in einem eleganten beigefarbenen Finish und bietet fortschrittliche Kühleigenschaften sowie perfekt ausgewogenen Komfort.",https://www.maisondecocon.com/products/westphalia-premium-hybrid-natural-latex-mattress-160x200?variant_sku=7244,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/westphalia-matratze-160x200-beige-hauptansicht.jpg?v=1784205330,in_stock,2280.00 EUR,Ángel Cerdá S.L.,new,8435631053132,7244,westphalia-premium-hybrid-natural-latex-mattress-160x200
7228,Thüringen Premium Naturlatex-Hybridmatratze 180×200,"Die Thüringen Hybrid Matratze (180×200 cm) wurde für ausgewogenen Schlafkomfort entwickelt und kombiniert nahtlos Naturlatex mit einzelnen Taschenfedern, um die perfekte Mischung aus anpassungsfähiger Unterstützung und Druckentlastung zu bieten.",https://www.maisondecocon.com/products/thuringia-premium-hybrid-natural-latex-mattress-180x200?variant_sku=7228,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/thuringia-matratze-160x200-grau-hauptansicht.jpg?v=1784204704,out_of_stock,760.00 EUR,Ángel Cerdá S.L.,new,8435631045076,7228,thuringia-premium-hybrid-natural-latex-mattress-180x200
7230,Hessen Premium Naturlatex-Hybridmatratze 180×200,"Die Hessen Hybridmatratze (180×200 cm) wurde für eine gezielte Druckentlastung entwickelt und kombiniert nahtlos Naturlatex mit einem unabhängigen 7-Zonen-Taschenfedersystem, um maßgeschneiderten Halt und außergewöhnlichen Schlafkomfort zu bieten.",https://www.maisondecocon.com/products/hesse-premium-hybrid-natural-latex-mattress-180x200?variant_sku=7230,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/hesse-matratze-160x200-weiss-hauptansicht.jpg?v=1784204855,out_of_stock,1000.00 EUR,Ángel Cerdá S.L.,new,8435631045090,7230,hesse-premium-hybrid-natural-latex-mattress-180x200
